QUEST_LV_0100_20150312_000001	경계병	Sentinel
QUEST_LV_0100_20150312_005425	라바인피드를 처치했습니다. 기술자 오라이온에게 돌아가 보세요.	I have defeated the rubber feed. Let's go back to the technician aura ion.
QUEST_LV_0100_20150312_005426	라바인피드 처치	Rubber specific feed treatment
QUEST_LV_0100_20150312_005427	호그마의 호신부 놓기	No. Bear ho deep drop
QUEST_LV_0100_20150312_005428	호그마의 호신부를 전부 다 모았습니다. 고고학자 프리드카의 말 대로 겔토나스 고원 아랫쪽에 있는 돌기둥에 호신부를 올려 놓으세요.	I drew all the issue Bear Hoshinbu. Please put the Hoshinbu a pillar of archaeologist Freed car literally Gerd Nasu stone at the bottom of the.
QUEST_LV_0100_20150312_005429	겔토나스 고원의 돌기둥에 호그마의 호신부 놓기	Issue Bear Carved deep drop in stone pillar of Gerd Nasu
QUEST_LV_0100_20150312_005430	돌기둥에 호신부 올려놓기	I put Hoshinbu in stone pillar
QUEST_LV_0100_20150312_005431	호신부를 전부 다 모았습니다. 고고학자 프리드카의 말 대로 겔토나스 고원 아랫쪽에 있는 돌기둥에 호신부를 올려 놓으세요.	Hoshinbu I drew all. Please put the Hoshinbu a pillar of archaeologist Freed car literally Gerd Nasu stone at the bottom of the.
QUEST_LV_0100_20150312_005432	갑자기 몬스터가 들이닥쳤습니다. 모든 몬스터를 처치하세요.	Monster was attacked suddenly. Please be getting rid of all the monsters.
QUEST_LV_0100_20150312_005433	고고학자 프리드카와 대화	Archaeologist Freed I conversation
QUEST_LV_0100_20150312_005434	돌기둥에선 아주 오래되어 보이는 지도를 얻었습니다. 고고학자 프리드카에게 가져다 주세요.	I won a very long are maps that look in the stone pillar. Please bring to the archaeologist Freed car.
QUEST_LV_0100_20150312_005435	몰려든 몬스터 처치	Monster extermination that was packed
QUEST_LV_0100_20150312_005436	연습용 목인을 그만 부숴버린 것 같습니다. 하이랜더 마스터와 대화해 보세요.	It seems broke quit the mark for practice. Please try to talk to the Highlander master.
QUEST_LV_0100_20150312_005437	연습용 목인을 고치는데 필요한 재료 모으기	Collection of materials necessary to repair the mark practice
QUEST_LV_0100_20150312_005438	하이랜더 마스터는 연습용 목인을 부숴 버렸으니 수리하는 것으로 대가를 치루라고 합니다. 먼저 수리의 재료인 옥빛서린 벼랑의 피렌트에게서 목재를, 붉은 판토 창병에게서 밧줄을 구해 오세요.	Highlander master, is called the hanging be repaired so destroys the mark for the practice. First, is the material of the repair, the wood from blood rental of emerald Sorin cliff, I come seeking rope from the red punt spear.
QUEST_LV_0100_20150312_005439	옥빛서린 벼랑/내린나무 화원	0032
QUEST_LV_0100_20150312_005440	하이랜더 마스터는 연습용 목인을 부숴 버렸으니 수리하는 것으로 대가를 치루라고 합니다. 먼저 수리의 재료인 옥빛서린 벼랑의 피렌트에게서 목재를, 판토 전사에게서 밧줄을 구해 오세요.	Highlander master, is called the hanging be repaired so destroys the mark for the practice. First, is the material of the repair, the wood from blood rental of emerald Sorin cliff, I come seeking rope from punt champion.
QUEST_LV_0100_20150312_005441	피렌트에게서 %s 구하기	Rent from %s to obtain blood
QUEST_LV_0100_20150312_005442	붉은 판토 창병에게서 %s 구하기	 %s rescue from the Red panto Spearman
QUEST_LV_0100_20150312_005443	파수꾼 하메스와 대화	Talk to Guard Hames
QUEST_LV_0100_20150312_005444	하메스가 당신의 짐을 물끄러미 바라보고 있습니다. 하메스와 대화해 보세요.	Hames is staring at you luggage. Try to talk to him.
QUEST_LV_0100_20150312_005445	희미한 묘지에 돌아다니는 몬스터 처치	0033
QUEST_LV_0100_20150312_005446	하메스는 내기를 제안했습니다. 희미한 묘지에 있는 몬스터들을 모두 처치하세요.	0034
QUEST_LV_0100_20150312_005447	하메스와 대화	Talk to Hames
QUEST_LV_0100_20150312_005448	하메스와 내기한 분량을 모두 채웠습니다. 하메스와 대화하세요.	You've completed the amount you bet with Hames. Talk to him.
QUEST_LV_0100_20150312_005449	희미한 묘지에서 나오는 몬스터 처치	0035
QUEST_LV_0100_20150312_005450	무덤지기 로마스와 대화	Grave become Lomas and conversation
QUEST_LV_0100_20150312_005451	당신을 불쌍한 듯이 바라보고 있는 무덤지기 로마스가 보입니다. 무덤지기 로마스와 대화해 보세요.	Lomas made tomb looking at like your poor people you will see. Please try to talk to the grave become Lomas.
QUEST_LV_0100_20150312_005452	무덤지기 로마스의 시험 통과하기	I will pass the test of Lomas tomb is
QUEST_LV_0100_20150312_005453	무덤지기 로마스는 일전에 계시자를 한 명 묻어준 적 있다면서 결코 자만하지 말라고 충고합니다. 2분동안 주변의 몬스터 15마리를 처치하여 로마스에게 결코 약하지 않다는 것을 보여주세요.	And the grave become Lomas're enemy was me with one person clearly character the other day, and advised never conceit not so. Please indicate that it is not never vulnerable to Lomas by getting rid of monsters 15 animals in the vicinity of 2 minutes.
QUEST_LV_0100_20150312_005454	2분동안 주변의 몬스터 15마리를 처치하는 데 성공했습니다. 무덤지기 로마스와 다시 대화해 보세요.	Was successful in getting rid of monsters 15 animals in the vicinity of 2 minutes. Please try again conversation with grave become Lomas.
QUEST_LV_0100_20150312_005455	2분안에 몬스터 처치	The monster extermination within 2 minutes
QUEST_LV_0100_20150312_005456	팔라딘 마스터가 할 말이 있는 듯 합니다. 팔라딘 마스터와 대화해 보세요.	There seems to be a word that is Paladin master to. Please try to talk to the paladin master.
QUEST_LV_0100_20150312_005457	필드 보스 체퍼리션 처치	Field boss body Fury tion treatment
QUEST_LV_0100_20150312_005458	팔라딘 마스터는 사람들을 마구 학살하는 몬스터가 있다고 합니다. 테넷 성당의 필드 보스인 음산한 채퍼리션을 찾아 처치하세요.	Paladin master, you have a monster to use massacre the people. Please be treated looking for a gloomy leave fur options Teneto is a cathedral field boss.
QUEST_LV_0100_20150312_005459	테넷 성당	Teneto Cathedral
QUEST_LV_0100_20150312_005460	체퍼리션을 처치하였습니다. 팔라딘 마스터에게 돌아가 보고하세요.	I was getting rid of body Fury option. Please report back to the paladin master.
QUEST_LV_0100_20150312_005461	음산한 채퍼리션 처치	Gloomy remain fur tion treatment
QUEST_LV_0100_20150312_005462	억울한 영혼과 대화	Mortifying soul and conversation
QUEST_LV_0100_20150312_005463	본 적 없는 사람이 보입니다만, 매우 흐릿하게 보입니다. 그와 대화해 보세요.	People who have never seen the looks, but looks very blurry. Please try to talk with him.
QUEST_LV_0100_20150312_005464	억울한 영혼의 여동생을 찾아 목걸이 전달	Necklace transmitted looking for a frustrating soul sister
QUEST_LV_0100_20150312_005465	억울한 영혼은 자신과 싸우고 집을 뛰쳐 나간 여동생에게 미안해하고 있습니다. 억울한 여동생을 찾아 목걸이를 전해 주세요.	Mortifying soul, we are sorry to sister was away from home fighting with myself. Please tell the necklace is looking for a frustrating sister.
QUEST_LV_0100_20150312_005466	억울한 병사와 대화	Mortifying soldier and conversation
QUEST_LV_0100_20150312_005467	뭔가 안절부절하고 있는 병사가 보입니다. 그에게 말을 걸어 보세요.	What fidgeting to have soldiers looks. Let's over him voice.
QUEST_LV_0100_20150312_005468	해진깃발 숲에 있는 몬스터 처치	Monster extermination of the flag of the forest
QUEST_LV_0100_20150312_005469	억울한 병사는 자신의 임무가 생각났지만 도무지 발이 떨어지질 않는다고 합니다. 억울한 병사를 대신해서 주변의 몬스터를 처치하는 임무를 맡아 주세요.	Although frustrating soldiers thought their own mission, quite to fell no lipid foot. On behalf of the mortifying soldier, please underwriting a mission to rid the neighborhood of monsters.
QUEST_LV_0100_20150312_005470	억울한 병사의 임무를 마쳤습니다. 억울한 병사에게로 돌아가 보고하세요.	I have completed the mortifying soldiers of mission. Please report back to the mortifying soldier.
QUEST_LV_0100_20150312_005471	해진깃발 숲 몬스터 처치	The monster extermination of flag of forest that became
QUEST_LV_0100_20150312_005472	심부름꾼과 대화	Your conversation
QUEST_LV_0100_20150312_005473	갑자기 심부름꾼이 나타났습니다. 심부름꾼과 대화해 보세요.	I noticed in your suddenly. Please try your conversation.
QUEST_LV_0100_20150312_005474	페디미안에 있는 경비병 리퍼에게 편지 전달	Of Fedimian letter transfer to the guards Ripper
QUEST_LV_0100_20150312_005475	심부름꾼은 아무때나 부를 수 있는 사람이 아닌 것 같습니다. 사과의 의미로 페디미안의 경비병 리퍼에게 심부름꾼의 편지를 전해 주세요.	It seems not a person who can be referred to as any time you use it. Please tell your letter to the guards Ripper not Pedy sorry in the sense of apple.
QUEST_LV_0100_20150312_005476	페디미안의 경비병 리퍼에게 편지를 전해 주고 돈을 건네 받았습니다. 심부름꾼에게 돈을 가져다 주세요.	It was passed the money to convey a letter to the guards Ripper not Pedy sorry. Please bring money into your.
QUEST_LV_0100_20150312_005477	음식을 빤히 쳐다 보는 용병 린트가 불쌍해 보입니다. 용병 린트와 대화해 보세요.	See staring at the food mercenary print looks poor. Please try to talk to the mercenary lint.
QUEST_LV_0100_20150312_005478	용병 린트에게 줄 음식 구하기	I get the food to be given to the mercenary lint
QUEST_LV_0100_20150312_005479	용병 린트는 당신이 만들고 있는 음식이 탐이 나는 모양입니다. 용병 린트에게 음식을 나눠 주세요. 만들어도 좋고 사 와도 좋습니다.	Mercenary printing, food that you are making is my form is ride. Please divide the food into mercenary lint. and made may be, it is recommended to also come to buy.
QUEST_LV_0100_20150312_005480	용병 린트에게 음식 주기	The food cycle in mercenary print
QUEST_LV_0100_20150312_005481	용병 린트는 몹시 만족한 듯 합니다. 용병 린트와 다시 대화해 보세요.	Mercenary lint seems to have been very pleased. Please try again conversation with mercenary lint.
QUEST_LV_0100_20150312_005482	%s 획득하기	 %s to obtain
QUEST_LV_0100_20150312_005483	장교 류다스는 당신의 병아리 악세서리를 유심히 바라보고 있습니다. 장교 류다스와 대화해 보세요.	Officer kind dozen Viewed carefully your chick accessories. Please try to talk to the officer class dozen.
QUEST_LV_0100_20150312_005484	무지개 연못의 몬스터 처치	0036
QUEST_LV_0100_20150312_005485	장교 류다스는 주변의 몬스터를 처치해 준다면 그에 어울리는 악세서리를 선물 해 주겠다고 합니다. 무지개 연못에 있는 몬스터를 처치하세요.	Officer class dozen, I will with us to present the lever, accessories suited to it me defeat the surrounding monsters. Please defeat monsters that are in the pond of the rainbow.
QUEST_LV_0100_20150312_005486	무지개 연못에 있는 많은 몬스터들을 처치하였습니다. 장교 류다스에게 보고하세요.	I was getting rid of a lot of monsters of the pond of the rainbow. Please report to the officer class dozen.
QUEST_LV_0100_20150312_005487	사학자 콜린과 대화	Conversation with historian Colin
QUEST_LV_0100_20150312_005488	쓸쓸한 표정의 사학자 콜린이 보입니다. 사학자 콜린과 대화해 보세요.	Lonely expression of historian Colin looks. Please try to interact with the historian Colin.
QUEST_LV_0100_20150312_005489	제문 불태우기	Saibun fire scorch
QUEST_LV_0100_20150312_005490	사학자 콜린은 이 일대를 탐험하다 죽은 이들을 기리고 싶어 합니다. 무무고원의 비문 앞에서 그들의 넋을 기리는 제문을 태워 주세요.	Historian Colin I want to honor these dead by exploring this whole area. Please burn Saibun honoring their spirit in front of the inscription of muumuu plateau.
QUEST_LV_0100_20150312_005491	사학자 콜린에게 보고	Report to historian Colin
QUEST_LV_0100_20150312_005492	무무고원의 비문 앞에서 제문을 태웠습니다. 사학자 콜린에게 돌아가 보고하세요.	I was put Saibun in front of the inscription of muumuu plateau. Please report back to the historian Colin.
